1.392855022696861397e+03,4.173732060739742167e+01,-5.000000000000000000e+00,1.199248174541997780e-01,3.593583304296918413e-03,1.199248174541997543e+02,3.593583304296917635e+00
1.662038796556928673e+03,4.535124645834567758e+01,-4.900000000000000355e+00,1.431015403835515787e-01,3.904742320063563001e-03,1.431015403835515656e+02,3.904742320063562477e+00
1.726438331746747053e+03,5.012807681963985829e+01,-4.799999999999999822e+00,1.486463403633949409e-01,4.316027414170991831e-03,1.486463403633949270e+02,4.316027414170991783e+00
1.761873476319540714e+03,5.187901948192610035e+01,-4.700000000000000178e+00,1.516973063111124731e-01,4.466783577393837815e-03,1.516973063111124418e+02,4.466783577393837135e+00
1.788665223780188853e+03,5.252722498790603112e+01,-4.599999999999999645e+00,1.540040757674742689e-01,4.522594071458709182e-03,1.540040757674742622e+02,4.522594071458708953e+00
1.815248088842552306e+03,5.380169791786588007e+01,-4.500000000000000000e+00,1.562928604493437623e-01,4.632326190728252614e-03,1.562928604493437490e+02,4.632326190728251802e+00
1.836511908322259387e+03,5.409358844553952395e+01,-4.400000000000000355e+00,1.581236753065465572e-01,4.657457965160953159e-03,1.581236753065465166e+02,4.657457965160952895e+00
1.859322295319011118e+03,5.459486553551904819e+01,-4.299999999999999822e+00,1.600876496269668658e-01,4.700617922608190183e-03,1.600876496269668507e+02,4.700617922608190113e+00
1.881894359809015441e+03,5.484663852101471804e+01,-4.200000000000000178e+00,1.620311043795562289e-01,4.722295576659367444e-03,1.620311043795562114e+02,4.722295576659367278e+00
1.901503792623055915e+03,5.546171659748994642e+01,-4.099999999999999645e+00,1.637194765448451161e-01,4.775253799043885014e-03,1.637194765448450937e+02,4.775253799043884584e+00
1.921206625654649088e+03,5.638803323302478532e+01,-4.000000000000000000e+00,1.654158904688652898e-01,4.855009661363434044e-03,1.654158904688652854e+02,4.855009661363434148e+00
1.944146644370533295e+03,5.590115892576136503e+01,-3.899999999999999911e+00,1.673910260803029293e-01,4.813089783508054005e-03,1.673910260803029075e+02,4.813089783508053721e+00
1.961641816940925764e+03,5.732117074631332088e+01,-3.799999999999999822e+00,1.688973604386137251e-01,4.935352801257577270e-03,1.688973604386137026e+02,4.935352801257576694e+00
1.981503070515322179e+03,5.737728552257441095e+01,-3.700000000000000178e+00,1.706074143713692537e-01,4.940184283493656743e-03,1.706074143713692308e+02,4.940184283493656459e+00
2.003968639114540792e+03,5.721413056293120292e+01,-3.599999999999999645e+00,1.725416998277619629e-01,4.926136641468376910e-03,1.725416998277619598e+02,4.926136641468376709e+00
2.025649583121718706e+03,5.749742753254098915e+01,-3.500000000000000000e+00,1.744084291067800052e-01,4.950528510551779719e-03,1.744084291067799768e+02,4.950528510551778894e+00
2.041698390842975641e+03,5.838375426729712103e+01,-3.399999999999999911e+00,1.757902314515802089e-01,5.026841242414282866e-03,1.757902314515801834e+02,5.026841242414281652e+00
2.063838725975002944e+03,5.888507804634169673e+01,-3.299999999999999822e+00,1.776965143064477559e-01,5.070005219790020209e-03,1.776965143064477388e+02,5.070005219790020057e+00
2.087439706238026702e+03,5.836091094630248222e+01,-3.200000000000000178e+00,1.797285587070941160e-01,5.024874432476644261e-03,1.797285587070940949e+02,5.024874432476643449e+00
2.105943887798375727e+03,5.898818534065390651e+01,-3.099999999999999645e+00,1.813217687394401700e-01,5.078882757830301825e-03,1.813217687394401310e+02,5.078882757830300854e+00
